flat,park,park_dist,num_park_2km,mall,mall_dist,num_mall_2km,top_school,top_school_dist,num_top_school_2km,hawker,hakwer_dist,num_hawker_2km
361 YISHUN RING RD,Yishun Pond Park,0.65,3,Junction Nine,0.71,3,Huamin Primary School,0.24,3,Yishun Park Hawker Centre,0.39,2
406 SERANGOON AVE 1,Japanese Cemetery Park,2.0,0,NEX,0.36,4,Yangzheng Primary School,0.52,1,Woodleigh Village Hawker Centre,0.88,4
657A JURONG WEST ST 65,Jurong Central Park,0.9,1,Pioneer Mall,0.77,4,Frontier Primary School,0.15,2,Jurong West Hawker Centre,0.72,2
9A BOON TIONG RD,Tiong Bahru Park,0.45,4,Tiong Bahru Plaza,0.14,14,River Valley Primary School,1.15,2,Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),0.17,17
316C PUNGGOL WAY,Punggol Waterway Park,0.9,3,Waterway Point,0.64,4,Valour Primary School,0.33,6,One Punggol Hawker Centre,0.87,3
261C PUNGGOL WAY,Punggol Waterway Park,1.1,3,Waterway Point,0.64,5,Valour Primary School,0.32,6,One Punggol Hawker Centre,0.97,3
401 HOUGANG AVE 10,Punggol Park,0.33,1,Hougang Mall,0.44,5,Holy Innocents’ Primary School,0.93,2,Buangkok Hawker Centre,0.98,2
305 UBI AVE 1,Bedok Town Park,2.3,0,Singpost Centre,1.42,2,Maha Bodhi School,0.15,1,Eunos Crescent Blk 4A,1.03,8
166 GANGSA RD,Zhenghua Park,1.77,2,Hillion Mall,0.22,7,Zhenghua Primary School,0.49,3,Bukit Panjang Hawker Centre,0.79,2
27 DOVER CRES,One-north Park,1.08,2,Rochester Mall,0.79,4,Fairfield Methodist School (Primary),0.71,1,Ghim Moh Road Blk 20,0.99,7
404 WOODLANDS ST 41,Marsiling Park,1.41,1,Marsiling Mall,0.92,3,Admiralty Primary School,3.38,0,Marsiling Mall Hawker Centre,0.91,2
642A PUNGGOL DR,Coney Island Park,1.35,3,Punggol Plaza,0.59,4,Waterway Primary School,0.22,4,One Punggol Hawker Centre,1.73,1
805 WOODLANDS ST 81,Marsiling Park,1.34,3,Woodlands North Plaza,0.47,7,Admiralty Primary School,1.43,2,Marsiling Mall Hawker Centre,1.15,3
945 JURONG WEST ST 91,Jurong Central Park,2.09,0,Pioneer Mall,0.84,3,Westwood Primary School,1.2,2,Jurong West Hawker Centre,0.87,1
13 ST. GEORGE'S RD,Toa Payoh Town Park,1.84,2,The Poiz,1.03,4,Pei Chun Public School,1.71,1,Bendemeer Road Blk 29 (Bendemeer Market and Food Centre),0.45,12
868 TAMPINES ST 83,Sun Plaza Park,1.18,2,Our Tampines Hub,0.7,5,Tampines Primary School,1.25,3,Hawker Centre @ Our Tampines Hub,0.65,2
136 POTONG PASIR AVE 3,Toa Payoh Town Park,2.11,0,The Poiz,0.27,3,Pei Chun Public School,1.28,2,Woodleigh Village Hawker Centre,0.89,10
412 CHOA CHU KANG AVE 3,Choa Chu Kang Park,1.36,1,Lot One,0.48,7,South View Primary School,0.43,1,Senja Hawker Centre,2.16,0
318 SEMBAWANG VISTA,Yishun Park,1.82,2,Sun Plaza,0.22,3,Wellington Primary School,0.68,1,Bukit Canberra Hawker Centre,0.41,2
493C TAMPINES ST 43,Tampines Eco Green,0.43,3,Tampines 1,1.07,7,Gongshang Primary School,0.58,4,Pasir Ris Central Hawker Centre,1.27,3
95B HENDERSON RD,Tiong Bahru Park,0.35,5,Tiong Bahru Plaza,0.67,4,Radin Mas Primary School,1.36,2,Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre),0.17,13
842 JURONG WEST ST 81,Jurong Central Park,1.75,1,Pioneer Mall,0.52,3,Westwood Primary School,0.84,2,Jurong West Hawker Centre,0.56,1
183A RIVERVALE CRES,Sengkang Sculpture Park,1.29,1,Rivervale Mall,0.39,7,Horizon Primary School,1.07,6,One Punggol Hawker Centre,1.86,1
32 TELOK BLANGAH RISE,Mount Faber Park,0.11,4,VivoCity,0.98,3,Radin Mas Primary School,0.35,1,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market),0.07,13
440D BT BATOK WEST AVE 8,Chinese Garden,1.5,1,West Mall,1.45,1,Princess Elizabeth Primary School,0.78,2,Bukit Batok West Hawker Centre,0.53,3
71 CIRCUIT RD,Kallang Riverside Park,2.94,0,Paya Lebar Square,0.85,2,Maha Bodhi School,1.53,2,Circuit Road Blk 89,0.33,10
329 JURONG EAST AVE 1,Chinese Garden,0.93,2,Taman Jurong Shopping Centre,1.99,2,Princess Elizabeth Primary School,1.2,2,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),0.56,6
308B ANCHORVALE RD,Sengkang Riverside Park,0.94,3,Buangkok Square,0.83,7,Springdale Primary School,0.64,4,Anchorvale Village Hawker Centre,0.8,4
490A TAMPINES ST 45,Tampines Eco Green,0.98,3,White Sands,1.4,5,Gongshang Primary School,1.0,4,Pasir Ris Central Hawker Centre,1.39,1
653B JURONG WEST ST 61,Jurong Central Park,1.27,1,Pioneer Mall,0.62,3,Frontier Primary School,0.34,2,Jurong West Hawker Centre,0.58,1
603 WOODLANDS DR 42,Admiralty Park,1.82,1,Admiralty Place,0.68,7,Admiralty Primary School,0.69,2,Kampung Admiralty Hawker Centre,0.54,2
747A BEDOK RESERVOIR CRES,Bedok Town Park,0.27,1,Bedok Mall,1.48,2,Yu Neng Primary School,1.25,2,Bedok North Street 3 Blk 538,0.67,5
872 WOODLANDS ST 81,Admiralty Park,1.29,3,Woodlands North Plaza,0.19,7,Admiralty Primary School,1.15,2,Kampung Admiralty Hawker Centre,1.3,3
226 SERANGOON AVE 4,Japanese Cemetery Park,1.16,1,NEX,0.69,4,Yangzheng Primary School,0.94,1,Serangoon Garden Market,0.84,5
871C TAMPINES ST 86,Sun Plaza Park,1.39,1,Our Tampines Hub,1.04,5,Tampines Primary School,1.6,2,Hawker Centre @ Our Tampines Hub,0.98,2
45 CIRCUIT RD,Kallang Riverside Park,2.9,0,Paya Lebar Square,1.11,2,Maha Bodhi School,1.71,2,Circuit Road Blk 79/79A,0.12,8
449 SIN MING AVE,Bishan-Ang Mo Kio Park,1.0,2,Thomson Plaza,0.41,2,Ai Tong School,0.37,1,Shunfu Road Blk 320 (Shunfu Mart),0.97,4
521 SERANGOON NTH AVE 4,Japanese Cemetery Park,0.98,1,myVillage At Serangoon Garden,1.28,4,Xinmin Primary School,1.12,1,Ci Yuan Hawker Centre,1.11,4
730 YISHUN ST 71,Sembawang Park,0.7,5,Northpoint City,0.56,5,Northland Primary School,1.25,3,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),0.57,2
709 ANG MO KIO AVE 8,Ang Mo Kio Town Garden East,0.32,3,Jubilee Square,0.07,3,Ai Tong School,2.0,0,Ang Mo Kio Ave 6 Blk 724 (Blk 724 Ang Mo Kio Market),0.17,9
673B JURONG WEST ST 65,Jurong Central Park,0.98,1,Pioneer Mall,0.58,4,Westwood Primary School,0.33,3,Jurong West Hawker Centre,0.59,3
167C PUNGGOL EAST,Pasir Ris Park,1.76,2,Punggol Plaza,0.19,5,Horizon Primary School,0.59,5,One Punggol Hawker Centre,1.89,1
509 HOUGANG AVE 10,Punggol Park,1.09,2,Hougang Mall,0.62,6,Xinmin Primary School,0.58,2,Ci Yuan Hawker Centre,0.68,3
641A PUNGGOL DR,Coney Island Park,1.3,3,Oasis Terraces,0.63,4,Waterway Primary School,0.18,4,One Punggol Hawker Centre,1.73,1
226B COMPASSVALE WALK,Sengkang Sculpture Park,0.84,3,Rivervale Plaza,0.38,7,Springdale Primary School,1.3,2,Buangkok Hawker Centre,0.97,2
227B SUMANG LANE,Sengkang Riverside Park,0.91,3,Waterway Point,0.99,4,Punggol Green Primary School,0.6,7,Anchorvale Village Hawker Centre,0.93,2
677B JURONG WEST ST 64,Jurong Central Park,0.89,1,Jurong Point,0.66,4,Westwood Primary School,0.48,3,Jurong West Hawker Centre,0.91,3
576 PASIR RIS ST 53,Pasir Ris Town Park,0.67,3,White Sands,0.35,3,Gongshang Primary School,1.79,2,Pasir Ris Central Hawker Centre,0.54,1
505 HOUGANG AVE 8,Punggol Park,1.09,2,Hougang Mall,0.68,6,Xinmin Primary School,0.54,2,Ci Yuan Hawker Centre,0.58,3
204 MARSILING DR,Marsiling Park,0.23,2,Marsiling Mall,1.35,4,Admiralty Primary School,2.9,0,Marsiling Lane Blk 20/21,0.36,2
808C CHAI CHEE RD,Bedok Town Park,0.74,1,Bedok Mall,0.66,2,Yu Neng Primary School,1.13,2,Bedok North Street 3 Blk 538,0.44,8
816 JELLICOE RD,Kallang Riverside Park,0.79,4,Aperia,0.52,18,Anglo-Chinese School (Junior),2.21,0,North Bridge Road Market,0.32,11
130 RIVERVALE ST,Sengkang Sculpture Park,0.89,3,Rivervale Mall,0.37,8,Punggol Green Primary School,1.42,6,Buangkok Hawker Centre,1.38,2
323 YISHUN CTRL,Yishun Pond Park,0.14,4,Northpoint City,0.54,3,Huamin Primary School,0.36,3,Yishun Park Hawker Centre,0.52,2
691B CHOA CHU KANG CRES,Choa Chu Kang Park,1.08,1,Yew Tee Square,0.6,4,West Spring Primary School,2.11,0,Senja Hawker Centre,1.92,1
258B PUNGGOL FIELD,Sengkang Sculpture Park,0.97,3,Waterway Point,0.7,5,Punggol Green Primary School,0.34,8,One Punggol Hawker Centre,1.05,3
477 SEGAR RD,Zhenghua Park,2.42,0,Fajar Shopping Centre,0.67,5,West Spring Primary School,0.76,3,Bukit Panjang Hawker Centre,1.29,2
39 JLN TIGA,Kallang Riverside Park,1.87,1,Leisure Park Kallang,1.17,5,Kong Hwa School,0.5,1,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall),0.1,10
550B SEGAR RD,Choa Chu Kang Park,2.1,0,Greenridge Shopping Centre,0.5,6,West Spring Primary School,0.14,3,Senja Hawker Centre,0.77,2
509 ANG MO KIO AVE 8,Ang Mo Kio Town Garden East,0.37,3,Jubilee Square,0.35,4,Ai Tong School,2.41,0,Ang Mo Kio Ave 6 Blk 724 (Blk 724 Ang Mo Kio Market),0.45,9
106 PASIR RIS ST 12,Pasir Ris Town Park,0.7,3,Downtown East,0.91,2,Pasir Ris Primary School,0.75,2,Pasir Ris Central Hawker Centre,0.91,1
15 GHIM MOH RD,One-north Park,0.72,1,The Star Vista,0.26,2,Fairfield Methodist School (Primary),1.01,1,Ghim Moh Road Blk 20,0.21,6
148 BT BATOK WEST AVE 6,Chinese Garden,1.43,3,West Mall,0.63,4,Princess Elizabeth Primary School,0.32,3,Bukit Batok West Hawker Centre,0.69,3
291 CHOA CHU KANG AVE 3,Choa Chu Kang Park,1.8,1,Sunshine Place,0.12,5,South View Primary School,0.79,1,Senja Hawker Centre,2.54,0
613 WOODLANDS AVE 4,Admiralty Park,2.17,0,Vista Point,0.55,7,Admiralty Primary School,0.98,2,Kampung Admiralty Hawker Centre,0.75,2
226A COMPASSVALE WALK,Sengkang Sculpture Park,0.89,3,Rivervale Plaza,0.32,7,Springdale Primary School,1.35,2,Buangkok Hawker Centre,0.99,2
628 HOUGANG AVE 8,Japanese Cemetery Park,0.61,2,Heartland Mall,1.22,7,Xinmin Primary School,0.35,2,Ci Yuan Hawker Centre,0.7,5
685B CHOA CHU KANG CRES,Choa Chu Kang Park,1.26,1,Yew Tee Square,0.6,3,South View Primary School,2.44,0,Senja Hawker Centre,2.32,0
804 WOODLANDS ST 81,Marsiling Park,1.41,3,Causeway Point,0.44,7,Admiralty Primary School,1.4,2,Marsiling Mall Hawker Centre,1.14,3
558 CHOA CHU KANG NTH 6,Choa Chu Kang Park,0.58,1,Yew Tee Point,0.27,5,South View Primary School,1.54,1,Senja Hawker Centre,2.04,0
520B TAMPINES CTRL 8,Sun Plaza Park,0.49,2,Our Tampines Hub,0.42,5,Tampines Primary School,0.96,3,Hawker Centre @ Our Tampines Hub,0.38,2
2D UPP BOON KENG RD,Kallang Riverside Park,0.79,1,Aperia,0.94,4,Kong Hwa School,1.79,1,Upper Boon Keng Road Blk 17 (Blk 17 Upper Boon Keng Market and Food Centre),0.23,12
481 PASIR RIS DR 4,Pasir Ris Town Park,0.77,2,Downtown East,0.43,2,Pasir Ris Primary School,0.46,1,Pasir Ris Central Hawker Centre,0.82,1
550 WOODLANDS DR 44,Admiralty Park,2.35,0,Vista Point,0.26,7,Admiralty Primary School,1.24,2,Kampung Admiralty Hawker Centre,1.03,2
139 TAMPINES ST 11,Sun Plaza Park,1.41,2,Century Square,0.68,6,Tampines Primary School,0.4,5,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),0.06,3
206 CLEMENTI AVE 6,West Coast Park,0.91,1,The Clementi Mall,0.77,3,Pei Hwa Presbyterian Primary School,2.4,0,Clementi Ave 3 Blk 448,0.95,5
455B ANG MO KIO ST 44,Ang Mo Kio Town Garden East,0.93,2,myVillage At Serangoon Garden,0.82,4,Yangzheng Primary School,2.45,0,Ang Mo Kio Ave 10 Blk 453A (Chong Boon Market and Food Centre),0.24,7
437 FAJAR RD,Zhenghua Park,1.87,1,Fajar Shopping Centre,0.19,6,Zhenghua Primary School,0.33,3,Bukit Panjang Hawker Centre,0.63,2
652 HOUGANG AVE 8,Japanese Cemetery Park,0.94,2,Hougang Green Shopping Mall,1.03,7,Xinmin Primary School,0.2,2,Ci Yuan Hawker Centre,0.37,5
290D BT BATOK EAST AVE 3,Bukit Batok Nature Park,0.87,2,West Mall,1.15,4,Keming Primary School,0.21,3,Bukit Timah Market,2.11,0
12 FARRER PK RD,Kallang Riverside Park,1.61,3,City Square Mall,0.22,12,Anglo-Chinese School (Junior),1.5,1,Berseh Food Centre,0.59,12
632 ANG MO KIO AVE 4,Ang Mo Kio Town Garden West,0.66,3,Broadway Plaza,1.02,3,Ai Tong School,2.33,0,Ang Mo Kio Ave 4 Blk 628 (Ang Mo Kio 628 Market),0.15,8
73 MARINE DR,East Coast Park,2.36,0,i12 Katong,0.4,3,Kong Hwa School,2.36,0,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),0.28,6
214 BT BATOK ST 21,Bukit Batok Town Park,1.18,2,West Mall,0.54,4,Keming Primary School,0.42,3,Bukit Batok West Hawker Centre,1.51,2
101 TOWNER RD,Kallang Riverside Park,1.57,2,City Square Mall,1.03,6,Pei Chun Public School,2.02,0,Bendemeer Road Blk 29 (Bendemeer Market and Food Centre),0.22,12
340A SEMBAWANG CL,Yishun Park,2.08,0,Sun Plaza,0.19,4,Wellington Primary School,0.69,2,Bukit Canberra Hawker Centre,0.54,1
40 CHAI CHEE AVE,Bedok Town Park,1.03,1,Bedok Mall,0.34,2,Yu Neng Primary School,1.07,2,New Upper Changi Road Blk 208B,0.48,8
172A LOR 1 TOA PAYOH,Toa Payoh Town Park,0.6,2,Balestier Hill Shopping Centre,0.52,3,CHIJ Primary (Toa Payoh),0.29,3,Toa Payoh Lorong 1 Blk 127 (Toa Payoh West Market and Food Court),0.9,9
848 SIMS AVE,Bedok Town Park,3.01,0,Singpost Centre,0.75,5,Maha Bodhi School,1.25,2,Geylang Serai Market,0.36,9
348A YISHUN AVE 11,Yishun Pond Park,0.14,4,Northpoint City,0.54,3,Huamin Primary School,0.34,3,Yishun Park Hawker Centre,0.47,2
637A PUNGGOL DR,Coney Island Park,1.35,2,Oasis Terraces,0.37,4,Horizon Primary School,0.13,6,One Punggol Hawker Centre,1.44,2
425 CLEMENTI AVE 1,Clementi Woods Park,1.15,2,321 Clementi,0.73,6,Fairfield Methodist School (Primary),1.88,1,Clementi Ave 2 Blk 353 (Clementi Ave 2 Market/Cooked Food Centre),0.53,6
54 KENT RD,Kent Ridge Park,0.55,3,Alexandra Retail Centre,1.36,4,Fairfield Methodist School (Primary),2.32,0,Pasir Panjang Food Centre,0.49,3
681 RACE COURSE RD,Kallang Riverside Park,1.62,2,City Square Mall,0.29,11,Anglo-Chinese School (Junior),1.6,1,Cambridge Road Blk 41A (Pek Kio Market and Food Centre),0.62,12
488 SEGAR RD,Zhenghua Park,2.5,0,Fajar Shopping Centre,0.66,5,West Spring Primary School,0.58,3,Senja Hawker Centre,1.19,2
481 JURONG WEST ST 41,Japanese Garden,0.98,2,Boon Lay Shopping Centre,1.43,2,Rulang Primary School,0.75,2,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),0.73,5
676A YISHUN RING RD,Yishun Pond Park,0.79,2,Wisteria Mall,0.45,3,Northland Primary School,0.27,3,Yishun Park Hawker Centre,0.42,2
332 SERANGOON AVE 3,Japanese Cemetery Park,1.75,1,NEX,0.24,4,Yangzheng Primary School,0.32,1,Woodleigh Village Hawker Centre,1.26,4
661 WOODLANDS RING RD,Admiralty Park,2.09,0,Admiralty Place,0.62,6,Admiralty Primary School,0.82,2,Kampung Admiralty Hawker Centre,0.55,1
151 RIVERVALE CRES,Sengkang Sculpture Park,1.07,2,Rivervale Mall,0.16,7,Horizon Primary School,1.18,7,One Punggol Hawker Centre,1.79,2
679 CHOA CHU KANG CRES,Choa Chu Kang Park,1.24,1,Yew Tee Square,0.56,4,South View Primary School,2.32,0,Senja Hawker Centre,2.49,0
893C WOODLANDS DR 50,Marsiling Park,1.81,1,Woodlands Civic Centre,0.42,7,Admiralty Primary School,1.27,2,Kampung Admiralty Hawker Centre,1.21,3
205 ANG MO KIO AVE 1,Ang Mo Kio Town Garden West,0.8,3,AMK Hub,0.6,5,Ai Tong School,1.37,1,Ang Mo Kio Street 22 Blk 226H (Kebun Baru Food Centre),0.41,11
898A WOODLANDS DR 50,Admiralty Park,2.06,0,Vista Point,0.52,7,Admiralty Primary School,1.0,2,Kampung Admiralty Hawker Centre,0.84,2
206 JURONG EAST ST 21,Chinese Garden,1.14,2,Westgate,0.41,4,Princess Elizabeth Primary School,1.27,2,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),0.78,4
609 HOUGANG AVE 8,Japanese Cemetery Park,1.1,2,Hougang Mall,0.95,7,Xinmin Primary School,0.3,2,Ci Yuan Hawker Centre,0.64,4
316 CLEMENTI AVE 4,West Coast Park,1.05,1,The Clementi Mall,0.4,4,Pei Hwa Presbyterian Primary School,2.52,0,Clementi Ave 3 Blk 448,0.58,5
346 TAMPINES ST 33,Tampines Eco Green,2.12,0,Eastpoint Mall,1.42,4,Chongzheng Primary School,1.25,2,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),2.09,0
97 JLN DUA,Kallang Riverside Park,2.24,0,Paya Lebar Square,1.19,6,Kong Hwa School,0.23,1,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall),0.29,11
56 TEBAN GDNS RD,West Coast Park,2.0,0,Jem,1.37,3,Princess Elizabeth Primary School,3.0,0,Teban Gardens Road Blk 37A (Teban Gardens Market and Food Centre),0.59,1
677C PUNGGOL DR,Punggol Waterway Park,0.81,3,Oasis Terraces,0.5,5,Oasis Primary School,0.18,7,One Punggol Hawker Centre,0.62,2
535 CHOA CHU KANG ST 51,Choa Chu Kang Park,0.55,1,Limbang Shopping Centre,0.12,7,South View Primary School,1.1,1,Senja Hawker Centre,1.96,1
837 YISHUN ST 81,Lower Seletar Reservoir Park,0.76,3,Wisteria Mall,0.92,2,Northland Primary School,1.01,2,Yishun Park Hawker Centre,1.61,2
588C MONTREAL DR,Yishun Park,1.58,2,Sun Plaza,0.62,3,Wellington Primary School,0.3,1,Bukit Canberra Hawker Centre,0.28,1
333 JURONG EAST AVE 1,Chinese Garden,1.01,2,West Mall,2.02,0,Princess Elizabeth Primary School,1.11,2,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),0.66,4
325 WOODLANDS ST 32,Marsiling Park,1.39,1,Marsiling Mall,0.31,5,Admiralty Primary School,2.63,0,Marsiling Mall Hawker Centre,0.31,2
285 BISHAN ST 22,Bishan-Ang Mo Kio Park,1.09,3,Junction 8,1.09,6,Ai Tong School,1.22,1,Ang Mo Kio Ave 1 Blk 341 (Teck Ghee Court),0.76,9
651 YISHUN AVE 4,Yishun Pond Park,0.5,4,Northpoint City,0.61,3,Northland Primary School,0.33,3,Yishun Park Hawker Centre,0.65,2
835 TAMPINES ST 83,Sun Plaza Park,1.39,1,Our Tampines Hub,0.75,5,Tampines Primary School,1.14,5,Hawker Centre @ Our Tampines Hub,0.72,2
116 BEDOK NTH RD,Bedok Town Park,1.79,1,Bedok Mall,1.09,2,Red Swastika School,0.54,3,Bedok North Street 4 Blk 85 (85 Fengshan Centre),0.13,8
324 HOUGANG AVE 5,Punggol Park,1.14,1,Hougang Mall,0.68,5,Holy Innocents’ Primary School,0.37,2,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),1.58,4
507 WEST COAST DR,West Coast Park,0.87,2,321 Clementi,0.47,4,Fairfield Methodist School (Primary),3.02,0,West Coast Drive Blk 503 (Ayer Rajah Food Centre),0.12,5
234 COMPASSVALE WALK,Sengkang Sculpture Park,0.61,3,Rivervale Mall,0.5,8,Springdale Primary School,1.23,6,Buangkok Hawker Centre,1.27,2
209C COMPASSVALE LANE,Punggol Park,0.76,2,Rivervale Plaza,0.34,8,Springdale Primary School,1.57,3,Buangkok Hawker Centre,0.77,2
335C ANCHORVALE CRES,Sengkang Riverside Park,0.1,2,Compass One,1.05,6,Springdale Primary School,0.46,6,Anchorvale Village Hawker Centre,0.17,3
739 JURONG WEST ST 73,Jurong Central Park,1.23,1,Gek Poh Shopping Centre,0.41,4,Westwood Primary School,0.14,2,Jurong West Hawker Centre,0.6,2
34 JLN BAHAGIA,Toa Payoh Town Park,1.16,1,HDB Hub,1.04,6,Pei Chun Public School,1.12,2,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),0.53,11
104B ANG MO KIO ST 11,Ang Mo Kio Town Garden West,0.58,3,Broadway Plaza,0.83,3,Ai Tong School,1.35,1,Ang Mo Kio Ave 4 Blk 160/162 (Mayflower Market),0.34,8
455 JURONG WEST ST 42,Japanese Garden,1.78,3,Boon Lay Shopping Centre,0.86,3,Rulang Primary School,0.48,1,Jurong West Street 52 Blk 505,0.16,4
889A TAMPINES ST 81,Sun Plaza Park,1.72,2,Our Tampines Hub,1.07,5,Tampines Primary School,1.4,3,Hawker Centre @ Our Tampines Hub,1.05,3
202 BISHAN ST 23,Bishan-Ang Mo Kio Park,1.65,2,Junction 8,0.56,6,Ai Tong School,1.7,1,Ang Mo Kio Ave 1 Blk 341 (Teck Ghee Court),1.0,10
510 BEDOK NTH ST 3,Bedok Town Park,0.93,1,Bedok Mall,0.71,2,Yu Neng Primary School,0.24,2,Bedok North Street 3 Blk 511 (Kaki Bukit 511 Market and Food Centre),0.09,8
643 PASIR RIS DR 10,Pasir Ris Park,1.62,3,Pasir Ris West Plaza,0.29,3,Gongshang Primary School,2.59,0,Pasir Ris Central Hawker Centre,1.58,1
309 WOODLANDS AVE 1,Marsiling Park,1.43,1,Marsiling Mall,0.6,4,Admiralty Primary School,3.03,0,Marsiling Mall Hawker Centre,0.59,2
95 C'WEALTH DR,One-north Park,1.17,3,Rochester Mall,1.4,4,Fairfield Methodist School (Primary),1.82,1,Commonwealth Crescent Market,0.18,9
740 TAMPINES ST 72,Sun Plaza Park,1.21,2,Our Tampines Hub,1.04,5,Tampines Primary School,1.64,2,Hawker Centre @ Our Tampines Hub,0.98,1
537 PASIR RIS ST 51,Pasir Ris Town Park,0.35,3,White Sands,0.3,5,Gongshang Primary School,1.39,2,Pasir Ris Central Hawker Centre,0.45,1
53 JLN MA'MOR,Toa Payoh Town Park,0.94,1,HDB Hub,0.81,5,Pei Chun Public School,0.94,2,Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market),0.58,11
330 TAMPINES ST 32,Tampines Eco Green,1.71,2,Eastpoint Mall,1.38,4,Chongzheng Primary School,0.96,3,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),1.87,1
133 PASIR RIS ST 11,Pasir Ris Town Park,0.76,3,White Sands,1.04,4,Pasir Ris Primary School,1.04,3,Pasir Ris Central Hawker Centre,1.0,1
274C JURONG WEST ST 25,Jurong Central Park,1.7,1,Gek Poh Shopping Centre,0.82,4,Westwood Primary School,0.73,3,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),1.31,3
168A PUNGGOL EAST,Pasir Ris Park,1.82,3,Punggol Plaza,0.14,5,Horizon Primary School,0.56,5,One Punggol Hawker Centre,1.83,1
154 MEI LING ST,One-north Park,1.78,4,Anchorpoint,0.56,3,Fairfield Methodist School (Primary),2.18,0,Mei Chin Road Blk 159 (Mei Chin Road Market),0.1,10
874 YISHUN ST 81,Lower Seletar Reservoir Park,0.83,3,Wisteria Mall,0.64,2,Northland Primary School,0.82,2,Yishun Park Hawker Centre,1.44,2
937 JURONG WEST ST 91,Jurong Central Park,2.04,0,Pioneer Mall,0.8,3,Frontier Primary School,1.25,2,Jurong West Hawker Centre,0.82,1
607 ELIAS RD,Pasir Ris Town Park,1.23,3,Pasir Ris West Plaza,0.78,3,Gongshang Primary School,2.24,0,Pasir Ris Central Hawker Centre,1.06,1
103 SPOTTISWOODE PK RD,Pearl's Hill City Park,1.15,5,Tanjong Pagar Centre,0.8,8,Radin Mas Primary School,1.23,1,Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre),0.9,15
168 HOUGANG AVE 1,Japanese Cemetery Park,2.02,0,Hougang 1,0.5,4,Holy Innocents’ Primary School,1.71,1,Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),0.2,2
147 GANGSA RD,Zhenghua Park,1.67,2,Hillion Mall,0.34,7,Bukit Panjang Primary School,0.51,3,Bukit Panjang Hawker Centre,0.8,2
184 STIRLING RD,One-north Park,1.73,2,Anchorpoint,0.75,3,Fairfield Methodist School (Primary),2.19,0,Margaret Drive Hawker Centre,0.21,11
113B MCNAIR RD,Toa Payoh Town Park,1.75,2,City Square Mall,1.17,6,Pei Chun Public School,1.82,1,Bendemeer Road Blk 29 (Bendemeer Market and Food Centre),0.35,12
773 BEDOK RESERVOIR VIEW,Bedok Town Park,1.69,1,Bedok Mall,1.43,7,Red Swastika School,0.43,3,Bedok North Street 4 Blk 85 (85 Fengshan Centre),0.5,9
272C SENGKANG CTRL,Punggol Park,0.77,3,Sengkang Grand Mall,0.19,7,Springdale Primary School,1.23,3,Buangkok Hawker Centre,0.26,3
161 YISHUN ST 11,Yishun Neighbourhood Park,0.59,4,Northpoint City,0.62,5,Chongfu School,0.93,3,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),0.53,2
116A RIVERVALE DR,Punggol Park,0.85,2,Rivervale Plaza,0.34,7,Springdale Primary School,1.92,2,Buangkok Hawker Centre,1.09,1
148 BISHAN ST 11,Toa Payoh Town Park,1.69,1,Junction 8,0.96,3,Pei Chun Public School,0.83,3,Toa Payoh Lorong 8 Blk 210,0.44,7
66 KALLANG BAHRU,Kallang Riverside Park,1.5,1,The Poiz,1.25,4,Kong Hwa School,2.31,0,Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre),0.09,10
503 WOODLANDS DR 14,Marsiling Park,2.14,0,Vista Point,0.26,7,Admiralty Primary School,1.45,2,Kampung Admiralty Hawker Centre,1.29,2
